"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"23-Mar-2023","EQ","355.20","358.00","349.05","356.50","354.60","354.10","352.63","398.40","299.00","141,394","49,859,062.75","6,230"
"22-Mar-2023","EQ","356.00","360.55","353.75","353.85","354.95","356.50","356.88","398.40","299.00","85,953","30,674,608.30","5,701"
"21-Mar-2023","EQ","358.70","364.65","351.00","353.95","353.30","353.85","356.73","398.40","299.00","81,455","29,057,292.10","5,395"
"20-Mar-2023","EQ","361.40","366.00","350.55","365.85","354.00","353.95","358.51","398.40","299.00","109,841","39,379,393.85","6,984"
"17-Mar-2023","EQ","356.00","369.90","355.70","354.45","365.50","365.85","362.87","398.40","299.00","152,928","55,492,746.20","5,879"
"16-Mar-2023","EQ","364.00","364.00","350.00","364.30","355.00","354.45","357.90","398.40","299.00","153,246","54,845,979.40","6,829"
"15-Mar-2023","EQ","364.35","367.00","359.65","362.45","363.00","364.30","361.99","398.40","299.00","114,479","41,440,803.20","5,726"
"14-Mar-2023","EQ","364.55","364.55","355.10","361.25","362.90","362.45","359.34","398.40","299.00","187,721","67,454,805.80","6,477"
"13-Mar-2023","EQ","376.00","377.45","358.70","374.25","362.80","361.25","363.70","398.40","299.00","231,905","84,343,809.10","13,614"
"10-Mar-2023","EQ","372.00","382.55","366.00","371.70","375.00","374.25","375.57","398.40","272.05","437,356","164,257,144.50","12,518"
"09-Mar-2023","EQ","388.45","388.45","370.00","387.05","370.00","371.70","376.71","398.40","272.05","250,665","94,427,726.40","10,235"
"08-Mar-2023","EQ","392.00","396.00","386.00","387.75","388.00","387.05","390.84","398.40","272.05","271,074","105,946,323.70","9,013"
"06-Mar-2023","EQ","394.50","398.25","379.55","380.85","392.00","387.75","390.11","398.40","272.05","832,812","324,886,456.70","24,295"
"03-Mar-2023","EQ","375.00","384.90","373.10","371.90","380.00","380.85","379.99","398.40","272.05","508,796","193,335,049.65","14,370"
"02-Mar-2023","EQ","356.00","386.00","355.10","358.55","370.00","371.90","375.66","398.40","272.05","1,342,007","504,133,118.15","31,642"
"01-Mar-2023","EQ","350.10","360.00","350.10","353.00","358.50","358.55","357.97","398.40","272.05","96,814","34,656,647.30","6,690"
"28-Feb-2023","EQ","354.00","355.75","350.10","352.05","352.20","353.00","352.65","398.40","272.05","76,356","26,926,675.80","7,279"
"27-Feb-2023","EQ","350.10","353.55","349.80","352.85","352.50","352.05","351.22","398.40","272.05","86,982","30,550,170.15","5,187"
"24-Feb-2023","EQ","357.55","358.60","350.00","357.30","350.00","352.85","352.51","398.40","272.05","113,298","39,938,299.55","9,072"
"23-Feb-2023","EQ","350.05","359.90","349.10","350.10","357.00","357.30","353.68","398.40","272.05","75,257","26,617,087.80","3,857"
"22-Feb-2023","EQ","350.70","353.15","348.05","350.20","350.00","350.10","350.36","398.40","272.05","81,025","28,387,813.20","4,242"
"21-Feb-2023","EQ","355.20","355.55","348.20","356.20","350.90","350.20","351.90","398.40","272.05","94,599","33,289,604.85","5,418"
"20-Feb-2023","EQ","364.50","364.50","352.00","359.15","355.10","356.20","357.16","398.40","272.05","197,015","70,365,688.90","9,394"
"17-Feb-2023","EQ","356.00","366.00","351.00","357.15","360.80","359.15","360.12","398.40","272.05","349,627","125,907,018.15","12,015"
"16-Feb-2023","EQ","345.00","358.50","344.05","345.90","357.15","357.15","353.15","398.40","272.05","228,468","80,684,492.10","9,420"
"15-Feb-2023","EQ","344.95","351.65","340.00","346.80","344.00","345.90","346.88","398.40","272.05","192,243","66,685,065.35","8,280"
"14-Feb-2023","EQ","331.40","349.35","329.55","328.05","348.00","346.80","343.47","398.40","272.05","615,274","211,328,408.65","19,469"
"13-Feb-2023","EQ","334.70","338.65","326.05","333.65","327.90","328.05","332.23","398.40","272.05","113,975","37,865,479.95","4,821"
"10-Feb-2023","EQ","332.80","342.65","332.55","333.05","333.65","333.65","338.38","410.00","272.05","94,710","32,047,660.15","4,131"
"09-Feb-2023","EQ","339.75","341.50","332.00","339.75","332.30","333.05","336.15","410.00","272.05","70,614","23,737,095.95","3,701"
"08-Feb-2023","EQ","331.90","342.00","330.15","331.05","340.50","339.75","337.15","410.00","272.05","123,010","41,472,654.05","4,191"
"07-Feb-2023","EQ","330.45","333.00","328.80","328.80","331.60","331.05","331.10","410.00","272.05","62,840","20,806,116.60","3,598"
